iter,nu_lb,t_mix
74,1.077274e-05,7.898350e+01
75,1.077226e-05,7.896608e+01
76,1.070229e-05,1.008730e+02
77,1.075482e-05,7.757606e+01
78,1.075628e-05,7.763334e+01
79,1.076405e-05,7.777607e+01
80,1.076949e-05,7.826463e+01
81,1.076821e-05,7.862255e+01
82,1.077209e-05,7.925406e+01
83,1.076730e-05,7.917392e+01
84,1.076695e-05,7.920558e+01
85,1.076604e-05,7.928074e+01
86,1.077002e-05,7.928036e+01
87,1.077239e-05,7.928852e+01
88,1.077315e-05,7.941023e+01
89,1.077416e-05,7.944753e+01
90,1.077094e-05,7.956953e+01
91,1.077007e-05,7.951943e+01
92,1.077047e-05,7.951013e+01
93,1.076582e-05,7.964363e+01
94,1.076832e-05,7.985958e+01
95,1.076849e-05,7.989763e+01
96,1.076897e-05,7.992627e+01
97,1.076775e-05,8.002119e+01
98,1.076780e-05,8.006965e+01
99,1.077266e-05,7.972759e+01
100,1.077532e-05,7.971810e+01
101,1.077582e-05,7.980853e+01
102,1.077635e-05,7.988733e+01
103,1.077508e-05,7.999897e+01
104,1.078031e-05,7.986903e+01
105,1.078217e-05,7.983931e+01
106,1.077796e-05,7.989948e+01
107,1.077655e-05,8.005306e+01
108,1.077122e-05,8.009082e+01
109,1.076694e-05,8.020549e+01
110,1.077012e-05,8.018060e+01
111,1.077411e-05,8.014141e+01
112,1.076536e-05,8.021811e+01
113,1.076828e-05,8.027905e+01
114,1.076990e-05,8.034529e+01
115,1.076843e-05,8.034174e+01
116,1.076584e-05,8.035573e+01
117,1.076790e-05,8.035154e+01
118,1.094472e-05,8.022058e+01
119,1.095075e-05,8.018064e+01
120,1.095202e-05,8.014319e+01
121,1.095157e-05,8.014079e+01
122,1.094896e-05,8.020741e+01
123,1.076980e-05,8.034797e+01
124,1.076912e-05,8.031694e+01
125,1.078087e-05,8.015050e+01
126,1.078166e-05,8.014840e+01
127,1.079122e-05,8.009298e+01
128,1.080858e-05,8.006748e+01
129,1.077881e-05,8.005533e+01
130,1.078575e-05,8.002960e+01
131,1.076832e-05,7.996989e+01
132,1.075236e-05,8.003905e+01
133,1.075816e-05,8.006004e+01
134,1.076009e-05,8.020074e+01
135,1.076023e-05,8.023015e+01
136,1.074627e-05,8.013258e+01
137,1.074696e-05,8.009897e+01
138,1.066731e-05,1.355749e+02
139,1.070490e-05,7.950992e+01
140,1.073270e-05,7.861516e+01
141,1.073431e-05,7.858098e+01
142,1.074108e-05,7.874334e+01
143,1.043983e-05,4.784122e+02
144,1.045941e-05,4.463001e+02
145,1.049720e-05,3.948271e+02
146,1.059494e-05,2.555775e+02
147,1.069296e-05,1.090702e+02
148,1.075386e-05,7.995910e+01
149,1.076248e-05,7.990833e+01
150,1.075181e-05,7.993624e+01
151,1.075292e-05,7.995529e+01
152,1.075250e-05,8.000029e+01
153,1.075484e-05,7.988629e+01
154,1.074895e-05,7.935080e+01
155,1.074993e-05,7.929165e+01
156,1.079415e-05,7.937920e+01
157,1.082546e-05,7.930197e+01
158,1.079963e-05,7.927961e+01
159,1.080857e-05,7.927540e+01
160,1.082517e-05,7.922740e+01
161,1.074855e-05,7.922077e+01
162,1.074952e-05,7.922154e+01
163,1.075125e-05,7.920390e+01
164,1.076103e-05,7.922904e+01
165,1.076470e-05,7.938470e+01
166,1.078362e-05,7.961512e+01
167,1.076665e-05,7.970051e+01
168,1.075926e-05,7.971842e+01
169,1.079378e-05,7.968519e+01
170,1.076285e-05,7.970814e+01
171,1.079507e-05,7.970616e+01
172,1.098639e-05,7.956637e+01
173,1.081762e-05,7.896628e+01
174,1.076262e-05,7.896664e+01
175,1.079698e-05,7.896588e+01
176,1.077625e-05,7.902303e+01
177,1.079192e-05,7.904232e+01
178,1.076186e-05,7.907595e+01
179,1.075599e-05,7.905742e+01
180,1.075360e-05,7.910187e+01
181,1.075518e-05,7.909699e+01
182,1.075460e-05,7.911015e+01
183,1.075490e-05,7.917036e+01
184,1.074917e-05,7.920436e+01
185,1.074158e-05,7.931202e+01
186,1.073927e-05,7.929410e+01
187,1.074311e-05,7.941819e+01
188,1.074868e-05,8.002712e+01
189,1.075454e-05,8.008128e+01
190,1.080130e-05,8.003655e+01
191,1.075564e-05,8.000112e+01
192,1.080754e-05,7.990994e+01
193,1.092170e-05,7.994158e+01
194,1.086050e-05,7.999668e+01
195,1.090970e-05,7.994425e+01
196,1.097675e-05,7.991208e+01
197,1.097713e-05,7.984617e+01
198,1.097375e-05,7.989483e+01
199,1.097940e-05,7.977998e+01
