iter,nu_lb,t_mix
79,1.085506e-05,7.843595e+01
80,1.085979e-05,7.832867e+01
81,1.086236e-05,7.817682e+01
82,1.086890e-05,8.030829e+01
83,1.086800e-05,8.019081e+01
84,1.086292e-05,8.032466e+01
85,1.086327e-05,8.031305e+01
86,1.086032e-05,8.032572e+01
87,1.086176e-05,8.026358e+01
88,1.086106e-05,8.018958e+01
89,1.085903e-05,8.031849e+01
90,1.085606e-05,8.012184e+01
91,1.085573e-05,8.049470e+01
92,1.085225e-05,8.042033e+01
93,1.080045e-05,8.001539e+01
94,1.079667e-05,8.008566e+01
95,1.080080e-05,8.010718e+01
96,1.079616e-05,8.010362e+01
97,1.079439e-05,7.999772e+01
98,1.079512e-05,8.007345e+01
99,1.079441e-05,8.007257e+01
100,1.078085e-05,7.997558e+01
101,1.078235e-05,7.942203e+01
102,1.078591e-05,7.924171e+01
103,1.075400e-05,2.003232e+02
104,1.075265e-05,2.000634e+02
105,1.076690e-05,1.330110e+02
106,1.072451e-05,3.826965e+02
107,1.072401e-05,3.764354e+02
108,1.070987e-05,3.630257e+02
109,1.072206e-05,3.391516e+02
110,1.073169e-05,3.099707e+02
111,1.065823e-05,3.007508e+02
112,1.075187e-05,2.323969e+02
113,1.076164e-05,2.106828e+02
114,1.074035e-05,1.672653e+02
115,1.077321e-05,1.164055e+02
116,1.078789e-05,8.416615e+01
117,1.080027e-05,8.026831e+01
118,1.078081e-05,7.902827e+01
119,1.079014e-05,7.892124e+01
120,1.079726e-05,7.910186e+01
121,1.080290e-05,7.929952e+01
122,1.080525e-05,7.947908e+01
123,1.078141e-05,8.043940e+01
124,1.078028e-05,8.062484e+01
125,1.074935e-05,9.412665e+01
126,1.079424e-05,8.004108e+01
127,1.079742e-05,7.994607e+01
128,1.079812e-05,7.997180e+01
129,1.080201e-05,8.002120e+01
130,1.081033e-05,8.003900e+01
131,1.080697e-05,8.007759e+01
132,1.080190e-05,8.009220e+01
133,1.080661e-05,8.007825e+01
134,1.081005e-05,8.006120e+01
135,1.081346e-05,8.001659e+01
136,1.080773e-05,7.998247e+01
137,1.079955e-05,7.989832e+01
138,1.081000e-05,7.989845e+01
139,1.081097e-05,8.000263e+01
140,1.080349e-05,7.953560e+01
141,1.080294e-05,7.946720e+01
142,1.080100e-05,7.951561e+01
143,1.079396e-05,7.962436e+01
144,1.079411e-05,7.977140e+01
145,1.076311e-05,2.039474e+02
146,1.080683e-05,7.968775e+01
147,1.075789e-05,2.599308e+02
148,1.075119e-05,2.600610e+02
149,1.075108e-05,2.598419e+02
150,1.078026e-05,2.592594e+02
151,1.077998e-05,2.566304e+02
152,1.078538e-05,2.544996e+02
153,1.079215e-05,2.487569e+02
154,1.079666e-05,2.239552e+02
155,1.076635e-05,2.602269e+02
156,1.076880e-05,2.601872e+02
157,1.076924e-05,2.601196e+02
158,1.077583e-05,2.491491e+02
159,1.079950e-05,1.442696e+02
160,1.079818e-05,1.442718e+02
161,1.077582e-05,2.578371e+02
162,1.076939e-05,2.557658e+02
163,1.076818e-05,2.516494e+02
164,1.076583e-05,2.469533e+02
165,1.076767e-05,2.300080e+02
166,1.077920e-05,1.900679e+02
167,1.081208e-05,7.947157e+01
168,1.081578e-05,7.946556e+01
169,1.081331e-05,7.987445e+01
170,1.081105e-05,8.011952e+01
171,1.081371e-05,7.986550e+01
172,1.081743e-05,8.027865e+01
173,1.081634e-05,8.054177e+01
174,1.081715e-05,8.032502e+01
175,1.081778e-05,8.017822e+01
176,1.081756e-05,8.020996e+01
177,1.080769e-05,8.004783e+01
178,1.080723e-05,8.003678e+01
179,1.077219e-05,8.002658e+01
180,1.076630e-05,8.007119e+01
181,1.076597e-05,8.006774e+01
182,1.076845e-05,8.006170e+01
183,1.076708e-05,8.015567e+01
184,1.077020e-05,8.017975e+01
185,1.076701e-05,8.022734e+01
186,1.074808e-05,1.687136e+02
187,1.077774e-05,8.448035e+01
188,1.078593e-05,8.444893e+01
189,1.077460e-05,8.417844e+01
190,1.079178e-05,8.441342e+01
191,1.078678e-05,8.429311e+01
192,1.077791e-05,8.447903e+01
193,1.077886e-05,8.428388e+01
194,1.078061e-05,8.396223e+01
195,1.078035e-05,8.374896e+01
196,1.077400e-05,8.310295e+01
197,1.077580e-05,7.975605e+01
198,1.077641e-05,8.007070e+01
199,1.077435e-05,8.012778e+01
