iter,nu_lb,t_mix
60,1.067160e-05,3.107128e+02
61,1.081901e-05,2.291095e+02
62,1.099142e-05,7.914760e+01
63,1.086362e-05,1.971914e+02
64,1.084904e-05,2.597183e+02
65,1.089843e-05,7.912330e+01
66,1.089942e-05,7.904527e+01
67,1.094462e-05,7.921059e+01
68,1.094797e-05,7.918422e+01
69,1.091759e-05,7.920716e+01
70,1.091717e-05,7.900039e+01
71,1.094992e-05,7.931084e+01
72,1.080812e-05,7.953261e+01
73,1.074863e-05,7.951853e+01
74,1.074340e-05,7.955300e+01
75,1.081519e-05,7.939364e+01
76,1.081338e-05,7.864973e+01
77,1.081090e-05,7.864016e+01
78,1.085180e-05,7.912391e+01
79,1.085197e-05,7.914752e+01
80,1.086650e-05,7.814804e+01
81,1.085759e-05,7.870175e+01
82,1.073156e-05,7.918319e+01
83,1.075425e-05,7.851680e+01
84,1.078259e-05,7.864153e+01
85,1.077358e-05,7.800559e+01
86,1.078487e-05,7.793952e+01
87,1.078623e-05,7.780627e+01
88,1.079915e-05,7.850751e+01
89,1.080712e-05,7.856325e+01
90,1.081692e-05,7.852269e+01
91,1.082368e-05,7.871745e+01
92,1.082197e-05,7.884945e+01
93,1.080424e-05,7.922081e+01
94,1.080369e-05,7.904770e+01
95,1.079481e-05,7.900151e+01
96,1.080189e-05,7.929805e+01
97,1.080354e-05,7.939760e+01
98,1.076389e-05,2.446288e+02
99,1.077184e-05,1.994276e+02
100,1.080264e-05,7.924681e+01
101,1.080490e-05,7.908363e+01
102,1.080631e-05,7.950040e+01
103,1.080539e-05,7.910704e+01
104,1.081013e-05,7.837301e+01
105,1.081727e-05,7.830100e+01
106,1.081269e-05,7.839182e+01
107,1.081185e-05,7.840998e+01
108,1.080438e-05,7.850401e+01
109,1.079816e-05,7.861389e+01
110,1.080729e-05,7.839043e+01
111,1.080801e-05,7.833549e+01
112,1.080154e-05,7.853277e+01
113,1.080273e-05,7.846995e+01
114,1.080716e-05,7.898063e+01
115,1.080357e-05,7.900784e+01
116,1.081175e-05,7.938317e+01
117,1.080803e-05,7.936678e+01
118,1.081110e-05,7.846498e+01
119,1.081300e-05,7.843303e+01
120,1.080736e-05,7.853610e+01
121,1.083096e-05,7.870848e+01
122,1.083150e-05,7.882349e+01
123,1.083319e-05,7.882153e+01
124,1.086216e-05,7.905230e+01
125,1.084597e-05,7.906631e+01
126,1.085098e-05,7.899455e+01
127,1.084335e-05,7.904160e+01
128,1.085139e-05,7.987568e+01
129,1.084725e-05,7.981254e+01
130,1.085808e-05,7.996536e+01
131,1.080630e-05,7.992543e+01
132,1.080596e-05,7.990914e+01
133,1.080516e-05,7.987301e+01
134,1.080519e-05,7.982777e+01
135,1.080716e-05,7.981354e+01
136,1.080589e-05,7.981795e+01
137,1.080669e-05,7.973451e+01
138,1.080294e-05,7.974965e+01
139,1.081088e-05,7.979650e+01
140,1.081277e-05,7.980501e+01
141,1.080807e-05,7.988579e+01
142,1.080561e-05,7.874844e+01
143,1.080830e-05,7.875272e+01
144,1.080992e-05,7.878644e+01
145,1.080898e-05,7.877444e+01
146,1.080845e-05,7.874535e+01
147,1.081628e-05,7.868193e+01
148,1.081395e-05,7.868086e+01
149,1.081649e-05,7.871784e+01
150,1.081405e-05,7.869053e+01
151,1.081275e-05,7.867896e+01
152,1.081404e-05,7.864802e+01
153,1.085281e-05,7.899154e+01
154,1.085436e-05,7.905365e+01
155,1.085680e-05,7.910786e+01
156,1.085596e-05,7.918455e+01
157,1.085470e-05,7.918910e+01
158,1.085387e-05,7.907388e+01
159,1.085502e-05,7.917134e+01
160,1.085370e-05,7.914829e+01
161,1.085430e-05,7.927285e+01
162,1.085030e-05,7.916862e+01
163,1.085450e-05,7.923210e+01
164,1.086002e-05,7.947331e+01
165,1.085735e-05,7.937321e+01
166,1.085839e-05,7.994963e+01
167,1.085562e-05,7.999466e+01
168,1.085283e-05,7.995022e+01
169,1.085389e-05,7.988889e+01
170,1.085332e-05,7.981499e+01
171,1.085884e-05,7.979112e+01
172,1.085200e-05,7.981941e+01
173,1.085141e-05,7.975110e+01
174,1.085123e-05,7.974003e+01
175,1.085304e-05,7.975859e+01
176,1.085264e-05,7.979287e+01
177,1.085416e-05,7.980273e+01
178,1.085436e-05,7.971328e+01
179,1.086180e-05,7.953779e+01
180,1.086273e-05,7.932701e+01
181,1.086764e-05,7.933837e+01
182,1.087240e-05,7.925105e+01
183,1.087875e-05,7.922782e+01
184,1.086876e-05,7.931403e+01
185,1.086801e-05,7.929923e+01
186,1.087054e-05,7.940750e+01
187,1.086741e-05,7.944031e+01
188,1.087715e-05,7.927256e+01
189,1.087102e-05,7.944869e+01
190,1.088173e-05,7.919041e+01
191,1.087136e-05,7.935462e+01
192,1.086894e-05,7.936138e+01
193,1.087221e-05,7.933596e+01
194,1.086787e-05,7.940873e+01
195,1.086884e-05,7.944819e+01
196,1.087487e-05,7.945437e+01
197,1.086298e-05,7.947734e+01
198,1.086524e-05,7.943098e+01
199,1.086772e-05,7.941663e+01
