iter,nu_lb,t_mix
172,1.089980e-05,7.659495e+01
173,1.090104e-05,7.699280e+01
174,1.089226e-05,1.033475e+02
175,1.060518e-05,4.813268e+02
176,1.061400e-05,4.679599e+02
177,1.064611e-05,4.225289e+02
178,1.068644e-05,3.639302e+02
179,1.070611e-05,3.374723e+02
180,1.075450e-05,2.565111e+02
181,1.081655e-05,2.519277e+02
182,1.084301e-05,2.432096e+02
183,1.083884e-05,1.864367e+02
184,1.086895e-05,1.107571e+02
185,1.088234e-05,1.199894e+02
186,1.089855e-05,9.067358e+01
187,1.090569e-05,7.863423e+01
188,1.091369e-05,7.892463e+01
189,1.091953e-05,7.901601e+01
190,1.092384e-05,7.882975e+01
191,1.092519e-05,7.885516e+01
192,1.092297e-05,7.899241e+01
193,1.092395e-05,7.912175e+01
194,1.092380e-05,7.901910e+01
195,1.092527e-05,7.866646e+01
196,1.092297e-05,7.844604e+01
197,1.092594e-05,7.876422e+01
198,1.092403e-05,7.877698e+01
199,1.092521e-05,7.889492e+01
