iter,nu_lb,t_mix
147,1.108020e-05,7.949679e+01
148,1.107782e-05,7.953771e+01
149,1.107458e-05,7.959386e+01
150,1.107524e-05,7.959264e+01
151,1.107623e-05,7.956982e+01
152,1.107695e-05,7.958436e+01
153,1.107997e-05,7.951449e+01
154,1.107769e-05,7.954127e+01
155,1.107917e-05,7.949778e+01
156,1.107594e-05,7.960076e+01
157,1.107704e-05,7.959094e+01
158,1.107683e-05,7.959587e+01
159,1.107963e-05,7.955571e+01
160,1.108546e-05,7.946561e+01
161,1.108752e-05,7.943292e+01
162,1.108814e-05,7.938677e+01
163,1.108555e-05,7.942290e+01
164,1.108388e-05,7.938392e+01
165,1.108088e-05,7.943531e+01
166,1.107896e-05,7.949100e+01
167,1.107748e-05,7.953384e+01
168,1.107978e-05,7.959941e+01
169,1.108019e-05,7.956311e+01
170,1.108000e-05,7.954351e+01
171,1.108202e-05,7.952237e+01
172,1.108034e-05,7.954292e+01
173,1.108076e-05,7.951300e+01
174,1.107944e-05,7.952218e+01
175,1.107469e-05,7.963682e+01
176,1.107178e-05,7.968060e+01
177,1.107395e-05,7.963776e+01
178,1.107336e-05,7.964037e+01
179,1.107209e-05,7.962330e+01
180,1.108061e-05,7.950274e+01
181,1.107923e-05,7.950660e+01
182,1.107950e-05,7.948090e+01
183,1.107488e-05,7.956319e+01
184,1.107282e-05,7.958351e+01
185,1.107483e-05,7.954601e+01
186,1.107754e-05,7.949409e+01
187,1.108016e-05,7.941507e+01
188,1.107410e-05,7.949525e+01
189,1.107141e-05,7.958824e+01
190,1.106882e-05,7.959542e+01
191,1.107026e-05,7.957594e+01
192,1.106794e-05,7.957870e+01
193,1.107143e-05,7.951980e+01
194,1.107177e-05,7.949470e+01
195,1.107184e-05,7.947835e+01
196,1.106997e-05,7.950389e+01
197,1.107215e-05,7.946697e+01
198,1.107321e-05,7.946144e+01
199,1.107257e-05,7.949066e+01
